message,class
กู แหละ ว่า กู ชอบ อัน เนี้ย งาน DIY เนี่ย นี่ คือ เอ่อ สิ่ง ที่ งง ที่สุด ก็ คือ ว่า นี่ คือ สิ่ง ที่ เค้า ตามหา กัน มั้ย แบบ ว่า การเมือง สวยงาม ที่ เค้า ตามหา กัน น่ะ ที่ แบบ ว่า เฮ้ย,9arm
ถึงแม้ว่า เรา จะ ไม่ ได้ เชียร์ พัก ยู แต่ว่า ถ้า เกิด ยู ทำดี อ่ะ ไอซ์ ก็ เชียร์ นะ ไอซ์ ก็ เห็น ว่า มัน มีประโยชน์ กับ ทุกคน ไอซ์ ก็ เชียร์ นะ อันนี้ คือ การเมือง ที่ เขา ตามหา กัน,9arm
ซึ่ง กู ทำ แบบ นั้น แต่ กู ทำ ด้วย คำ ว่า true energy เอ่อ same energy ซึ่ง ก็ เป็น,9arm
วิธี ของ กู อ่ะ แต่ว่า สิ่ง ที่ เกิดขึ้น คือ โอ้โห my god โอเค ผิดที่ ไม่ ได้ ห้าม เอา ล่ะ ผิดที่ ไม่ ได้ ห้าม กู มัน นั่ง สงสัย ว่า โอเค งั้น ตอนนี้ กู บอ กว่า เนี่ย เคลียร์ ตัว เอง ชัด แล้ว นะ ว่า เห็นด้วย กับ งาน DIY นั่น เห็นด้วย กับ ไอ้ แรงดัน บวก นั่น Very good very nice ใช่ ป่ะ ทีนี้ แล้ว มัน จะ ไป ไหน ต่อ พอดี ด่า กู ไป แล้ว อ่ะ ล้อ ฟรี ไป แล้ว อ่ะ ล้อ ฟรี ไป แล้วก็ เลย มา ด่า กู ว่า อ้า ก มึง ไม่ ห้าม,9arm
ไง มึง เป็น ประตู นรก ให้ คนอื่น มา ด่า เอ้า ไอ้ มัน ไป มัน จะ โพสต์ ที่ไหน ก็ได้ ก็ คือ กู โพสต์ ชม แต่ว่า มี คน มา ด่า แล้ว ทำไม มึง ไม่ ด่า มัน น่ะ มา ด่า กู มั้ เนี่ย มึง ล้อ ฟรี ไป แล้ว,9arm
ก็ เลย มา ด่า กู ประเด็น นี้ โอเค ได้ งั้น ถาม กลับ ว่า แบบ แล้ว อย่างงี้ สมมุติ อาจารย์ เชน ขออนุญาต นะ ครับ อาจารย์ เชน ที่ ที่อยู่ ฝั่ง นี้ ผม ว่า อาจารย์ เชน ได้ ม ว่า ทำไม ไม่ คุม คน ฝั่ง ตัวเอง อาจารย์ เชน มีความผิด เหมือนกัน ม หรือ พรรคเพื่อไทย อ่ะ มีความผิด เหมือนกัน,9arm
มั้ย ที่ ทำไม ไม่ คุม ลูก เพจ ตัวเอง ให้ โดน ดะ ถูก นึกออก ป่ะ คือ มัน,9arm
คือ ผม ไม่ ได้คิด ว่า มัน เป็นเรื่อง แฟร์ อ่ะ,9arm
เออ คือ ถ้า เกิด ว่า l ล ogic เดียวกัน มัน ต้อง,9arm
มัน ต้อง apply ทั้งหมด ถูก ป่ะ แต่ นี่ l ล ogic,9arm
มัน ไม่ มัน ไม่ ได้ apply ไง เออ ซึ่ง ผม ไม่ ได้,9arm
คิด อย่า งี้ จริงๆ หรอก นะ แต่ ผม รู้สึก ว่า l ล ogic คุณ น่ะ มัน แปลก ผม ไม่ ได้ ขอให้ พรรค เพื่อ ไทย หรือ อาจารย์ เชน ไป ด่า ลูก เพจ อ่ะ นึก ออก ป่ะ แต่ ผม คิด ว่า ไอ้ สิ่ง ที่ คุณ ด่า ๆ กัน อยู่ เนี่ย ตอนนี้ แปลก ๆล จิก มัน ไม่ ได้,9arm
เว้ย มึง ระวัง คน ตัด ท่อน เมื่อกี้ ไป โดน แขวน นะ ครับ โอ้ แน่นอน โดน อยู่แล้ว ไอ้ ไม่ มี,9arm
มือ เข้าใจ ป่ะ กู มา วัน เนี้ย มัน ไม่ จบ หรอก มัน,9arm
โดน อยู่แล้ว แล้ว เรื่อง นี้ ก็ จะ บานปลาย ใหญ่,9arm
โต กัน ไป ใช่ มั้ย บาน ปาย ใหญ่โต กัน ไป ทั้งๆ ที่ จริงๆ แล้ว อ่ะ กู กับ อาจารย์ เชน หรือ กู กับ พรรคเพื่อไทย หรือ กู กับ ผลงาน นักวิจัย เ ไม่ ได้ มี อะไร ต่อกัน เลย มัน เป็น คน ข้างล่าง เนี่ย ที่ ต่อย กัน อยู่ ตรงนี้ ใช่ มั้ย แล้วก็ ต้อง มา ขอให้ กู ขอโทษ ว่า แบบ เฮ้ย ทำไม ไม่ รับ,9arm
ผิด ชอบ หน่อย แบบ ว่า รับผิดชอบ อะไร วะ กู ต้อง รับผิดชอบ อะไร ใน เมื่อ คู่ คุ้ม ลูก เพจ แบบ เ ener ร gy TBF นาย อาร์ม ทำ คลิป มารยาท เด็ก เนิส มา สอน แชท แล้ว ด้วยซ้ำ,9arm
เขา ไม่ รู้ ไง ว่า คอ มิ เนี่ย กู เตือน ตลอด กู,9arm
เตือน ตลอด ว่า แบบ อ่ะ มึง อย่า มา บูชา ตัว บุคคล นะ บูชา กู มาก กู ก็ ไม่ ชอบ ไม่ต้อง มา อวย กู ใช่ ป่ะ แล้วก็ ไม่ต้อง ไป ทำ อย่า งี้ กับ คนอื่น กู คือ แต่ ไม่ มีประโยชน์ ไง เพราะว่า ให้ ฟัง อยู่แล้ว นึกออก ป่ะ คือ เรื่องราว มัน,9arm
ไป มัน ไป ใหญ่โต มาก มัน มัน เกิน เบอร์ เกิน แบบ ว่า จาก ชนวน เล็ก ๆ จาก คำ 2 คำ same energy ซึ่ง เป็น ม ที่ คุณ ไม่ รู้จัก แต่ มัน มาถึง ตัว นี้ ได้ ยังไง ก็ อ่ะ มา ดู กัน,9arm
พรรคเพื่อไทย เอา คุณ แจ็คฉัต ตริ นท ก่อน นะ คุณ,9arm
แจ็คฉัต ตริ นท เนี่ย ก็ มา โพสต์ นี้ นะ ครับ โอ้ มัน เป็น ดราม่า นะ ครับ Oh มาย God คือ นี่,9arm
มัน คือ เครื่อง กอง ฝุ่น แอ ป 4 เออ เนี่ย เ อธิบาย อ๋อ เออ กู อ่าน แล้ว กู แบบ เออ ก็ดี,9arm
เหมือนกัน นะเนี่ย เออ ดี เหมือนกัน นะ เนี่ย เออ ๆ Very good หรอ แล้วก็ มา แล้วก็ มา เจอ มา เจอ แต่ การ วิจารณ์ ที่ ตั้งอยู่ บน,9arm
